New South Wales-Narrabri (A)--,35180
New South Wales-Narrandera (A)--,29456
New South Wales-Narromine (A)--,30088
New South Wales-Newcastle (C)--,42201
New South Wales-North Sydney (A)--,82242
New South Wales-Oberon (A)--,36273
New South Wales-Orange (C)--,39456
New South Wales-Palerang (A)--,44597
New South Wales-Parkes (A)--,31807
New South Wales-Parramatta (C)--,38804
New South Wales-Penrith (C)--,39343
New South Wales-Pittwater (A)--,61216
New South Wales-Port Macquarie-Hastings (A)--,32883
New South Wales-Port Stephens (A)--,37195
New South Wales-Queanbeyan (C)--,47928
New South Wales-Randwick (C)--,52900
New South Wales-Richmond Valley (A)--,29495
New South Wales-Rockdale (C)--,39185
New South Wales-Ryde (C)--,46489
New South Wales-Shellharbour (C)--,38259
New South Wales-Shoalhaven (C)--,33258
New South Wales-Singleton (A)--,48704
New South Wales-Snowy River (A)--,35636
New South Wales-Strathfield (A)--,43602
New South Wales-Sutherland Shire (A)--,48776
New South Wales-Sydney (C)--,52043
New South Wales-Tamworth Regional (A)--,34565
New South Wales-Temora (A)--,27824
New South Wales-Tenterfield (A)--,26627
New South Wales-Tumbarumba (A)--,32325
New South Wales-Tumut Shire (A)--,35114
New South Wales-Tweed (A)--,33324
New South Wales-Upper Hunter Shire (A)--,41849
New South Wales-Upper Lachlan Shire (A)--,31392
New South Wales-Uralla (A)--,31363
New South Wales-Urana (A)--,29466
New South Wales-Wagga Wagga (C)--,37907
New South Wales-Wakool (A)--,29322
New South Wales-Walcha (A)--,30244
New South Wales-Walgett (A)--,29327
New South Wales-Warren (A)--,31802
New South Wales-Warringah (A)--,54081
New South Wales-Warrumbungle Shire (A)--,29599
New South Wales-Waverley (A)--,72410
New South Wales-Weddin (A)--,25802
New South Wales-Wellington (A)--,29547
New South Wales-Wentworth (A)--,31434
New South Wales-Willoughby (C)--,74231
New South Wales-Wingecarribee (A)--,43426
New South Wales-Wollondilly (A)--,41022
New South Wales-Wollongong (C)--,41063
New South Wales-Woollahra (A)--,122507
New South Wales-Wyong (A)--,34910
New South Wales-Yass Valley (A)--,42074
New South Wales-Young (A)--,30208
New South Wales-Unincorporated NSW--,37049
Victoria--,41793
Victoria-Melbourne--,44435
Victoria-Melbourne-Inner Melbourne-,62063
Victoria-Inner Melbourne-Melbourne (C) - Inner,52883
Victoria--Melbourne (C) - S'bank-D'lands,60703
Victoria--Melbourne (C) - Remainder,53038
Victoria--Port Phillip (C) - St Kilda,55417
Victoria--Port Phillip (C) - West,72872
Victoria--Stonnington (C) - Prahran,85890
Victoria--Yarra (C) - North,52325
Victoria--Yarra (C) - Richmond,53295
Victoria-Western Melbourne-,39804
Victoria-Western Melbourne-Brimbank (C) - Keilor,36288
Victoria--Brimbank (C) - Sunshine,33738
Victoria--Hobsons Bay (C) - Altona,38254
Victoria--Hobsons Bay (C) - Williamstown,51015
Victoria--Maribyrnong (C),38599
Victoria--Moonee Valley (C) - Essendon,48210
Victoria--Moonee Valley (C) - West,39575
Victoria-Melton-Wyndham-,38362
Victoria-Melton-Wyndham-Melton (S) - East,36902
Victoria--Melton (S) Bal,35753
Victoria--Wyndham (C) - North,39182
Victoria--Wyndham (C) - South,41244
Victoria--Wyndham (C) - West,40228
Victoria-Moreland City-,38002
Victoria-Moreland City-Moreland (C) - Brunswick,40553
Victoria--Moreland (C) - Coburg,38482
Victoria--Moreland (C) - North,34720
Victoria-Northern Middle Melbourne-,41463
Victoria-Northern Middle Melbourne-Banyule (C) - Heidelberg,48232
Victoria--Banyule (C) - North,40350
Victoria--Darebin (C) - Northcote,43884
Victoria--Darebin (C) - Preston,34988
Victoria-Hume City-,35925
Victoria-Hume City-Hume (C) - Broadmeadows,32151
Victoria--Hume (C) - Craigieburn,37136
Victoria--Hume (C) - Sunbury,39430
Victoria-Northern Outer Melbourne-,39119
Victoria-Northern Outer Melbourne-Nillumbik (S) - South,48539
Victoria--Nillumbik (S) - South-West,43958
Victoria--Nillumbik (S) Bal,45290
Victoria--Whittlesea (C) - North,39162
Victoria--Whittlesea (C) - South-East,35656
Victoria--Whittlesea (C) - South-West,32307
Victoria-Boroondara City-,67926
Victoria-Boroondara City-Boroondara (C) - Camberwell N.,62517
Victoria--Boroondara (C) - Camberwell S.,66321
Victoria--Boroondara (C) - Hawthorn,71548
Victoria--Boroondara (C) - Kew,74434
Victoria-Eastern Middle Melbourne-,43857
Victoria-Eastern Middle Melbourne-Manningham (C) - East,61437
Victoria--Manningham (C) - West,46141
Victoria--Monash (C) - South-West,36117
Victoria--Monash (C) - Waverley East,41979
Victoria--Monash (C) - Waverley West,43824
Victoria--Whitehorse (C) - Box Hill,46357
Victoria--Whitehorse (C) - Nunawading E.,41889
Victoria--Whitehorse (C) - Nunawading W.,41705
Victoria-Eastern Outer Melbourne-,39184
Victoria-Eastern Outer Melbourne-Knox (C) - North-East,37644
Victoria--Knox (C) - North-West,38972
Victoria--Knox (C) - South,40576
Victoria--Maroondah (C) - Croydon,38628
Victoria--Maroondah (C) - Ringwood,41099
Victoria-Yarra Ranges Shire Part A-,37799
Victoria-Yarra Ranges Shire Part A-Yarra Ranges (S) - Central,33586
Victoria--Yarra Ranges (S) - Dandenongs,39825
Victoria--Yarra Ranges (S) - Lilydale,38106
Victoria--Yarra Ranges (S) - North,37630
Victoria--Yarra Ranges (S) - Seville,36522
Victoria-Southern Melbourne-,54739
Victoria-Southern Melbourne-Bayside (C) - Brighton,87050
Victoria--Bayside (C) - South,59421
Victoria--Glen Eira (C) - Caulfield,51689
Victoria--Glen Eira (C) - South,43896
Victoria--Kingston (C) - North,40135
Victoria--Kingston (C) - South,41772
Victoria--Stonnington (C) - Malvern,77898
Victoria-Greater Dandenong City-,32564
Victoria-Greater Dandenong City-Gr. Dandenong (C) - Dandenong,31987
Victoria--Gr. Dandenong (C) Bal,32994
Victoria-South Eastern Outer Melbourne-,37477
Victoria-South Eastern Outer Melbourne-Cardinia (S) - North,38400
Victoria--Cardinia (S) - Pakenham,37804
Victoria--Cardinia (S) - South,32040
Victoria--Casey (C) - Berwick,40067
Victoria--Casey (C) - Cranbourne,35001
Victoria--Casey (C) - Hallam,35755
Victoria--Casey (C) - South,38006
Victoria-Frankston City-,36112
Victoria-Frankston City-Frankston (C) - East,36451
Victoria--Frankston (C) - West,35902
Victoria-Mornington Peninsula Shire-,41054
Victoria-Mornington Peninsula Shire-Mornington P'sula (S) - East,37810
Victoria--Mornington P'sula (S) - South,38133
Victoria--Mornington P'sula (S) - West,45544
Victoria-Barwon--,37624
Victoria-Barwon-Greater Geelong City Part A-,38214
Victoria-Greater Geelong City Part A-Bellarine - Inner,35500
Victoria--Corio - Inner,35831
Victoria--Geelong,42196
Victoria--Geelong West,38455
Victoria--Newtown,50631
Victoria--South Barwon - Inner,37907
Victoria-East Barwon-,38416
Victoria-East Barwon-Greater Geelong (C) - Pt B,37742
Victoria--Queenscliffe (B),41609
Victoria--Surf Coast (S) - East,40680
Victoria--Surf Coast (S) - West,36024
Victoria-West Barwon-,34114
Victoria-West Barwon-Colac-Otway (S) - Colac,33127
Victoria--Colac-Otway (S) - North,32605
Victoria--Colac-Otway (S) - South,31574
Victoria--Golden Plains (S) - North-West,31984
Victoria--Golden Plains (S) - South-East,37083
Victoria--Greater Geelong (C) - Pt C,40493
Victoria-Western District--,33643
Victoria-Western District-Warrnambool City-,34690
Victoria-Warrnambool City-Warrnambool (C),34690
Victoria-Hopkins-,31817
Victoria-Hopkins-Corangamite (S) - North,30790
Victoria--Corangamite (S) - South,32199
Victoria--Moyne (S) - North-East,29293
Victoria--Moyne (S) - North-West,30253
Victoria--Moyne (S) - South,33453
Victoria-Glenelg-,34301
Victoria-Glenelg-Glenelg (S) - Heywood,35737
Victoria--Glenelg (S) - North,28746
Victoria--Glenelg (S) - Portland,38149
Victoria--S. Grampians (S) - Hamilton,34187
Victoria--S. Grampians (S) - Wannon,27962
Victoria--S. Grampians (S) Bal,31591
Victoria-Central Highlands--,34820
Victoria-Central Highlands-Ballarat City-,35713
Victoria-Ballarat City-Ballarat (C) - Central,37168
Victoria--Ballarat (C) - Inner North,35047
Victoria--Ballarat (C) - North,34693
Victoria--Ballarat (C) - South,34478
Victoria-East Central Highlands-,34903
Victoria-East Central Highlands-Hepburn (S) - East,31916
Victoria--Hepburn (S) - West,31805
Victoria--Moorabool (S) - Bacchus Marsh,37318
Victoria--Moorabool (S) - Ballan,35530
Victoria--Moorabool (S) - West,34753
Victoria-West Central Highlands-,30031
Victoria-West Central Highlands-Ararat (RC),31053
Victoria--Pyrenees (S) - North,28099
Victoria--Pyrenees (S) - South,28237
Victoria-Wimmera--,29949
Victoria-Wimmera-South Wimmera-,30768
Victoria-South Wimmera-Horsham (RC) - Central,33084
Victoria--Horsham (RC) Bal,29625
Victoria--N. Grampians (S) - St Arnaud,27869
Victoria--N. Grampians (S) - Stawell,31612
Victoria--West Wimmera (S),25909
Victoria-North Wimmera-,27723
Victoria-North Wimmera-Hindmarsh (S),27505
Victoria--Yarriambiack (S) - North,27389
Victoria--Yarriambiack (S) - South,28089
Victoria-Mallee--,31174
Victoria-Mallee-Mildura Rural City Part A-,32432
Victoria-Mildura Rural City Part A-Mildura (RC) - Pt A,32432
Victoria-West Mallee-,26914
Victoria-West Mallee-Buloke (S) - North,26446
Victoria--Buloke (S) - South,25879
Victoria--Mildura (RC) - Pt B,28130
Victoria-East Mallee-,30889
Victoria-East Mallee-Gannawarra (S),29472
Victoria--Swan Hill (RC) - Central,33053
Victoria--Swan Hill (RC) - Robinvale,30403
Victoria--Swan Hill (RC) Bal,30163
Victoria-Loddon--,35178
Victoria-Loddon-Greater Bendigo City Part A-,34345
Victoria-Greater Bendigo City Part A-Gr. Bendigo (C) - Central,34687
Victoria--Gr. Bendigo (C) - Eaglehawk,30225
Victoria--Gr. Bendigo (C) - Inner East,35542
Victoria--Gr. Bendigo (C) - Inner North,35149
Victoria--Gr. Bendigo (C) - Inner West,33070
Victoria--Gr. Bendigo (C) - S'saye,35821
Victoria-North Loddon-,30670
Victoria-North Loddon-C. Goldfields (S) - M'borough,28946
Victoria--C. Goldfields (S) Bal,27586
Victoria--Gr. Bendigo (C) - Pt B,32662
Victoria--Loddon (S) - North,26198
Victoria--Loddon (S) - South,28005
Victoria--Mount Alexander (S) - C'maine,33570
Victoria--Mount Alexander (S) Bal,31417
Victoria-South Loddon-,41918
Victoria-South Loddon-Macedon Ranges (S) - Kyneton,36718
Victoria--Macedon Ranges (S) - Romsey,39266
Victoria--Macedon Ranges (S) Bal,45632
Victoria-Goulburn--,32491
Victoria-Goulburn-Greater Shepparton City Part A-,33323
Victoria-Greater Shepparton City Part A-Gr. Shepparton (C) - Pt A,33323
Victoria-North Goulburn-,30884
Victoria-North Goulburn-Campaspe (S) - Echuca,33439
Victoria--Campaspe (S) - Kyabram,30459
Victoria--Campaspe (S) - Rochester,30493
Victoria--Campaspe (S) - South,28391
Victoria--Gr. Shepparton (C) - Pt B East,31235
Victoria--Gr. Shepparton (C) - Pt B West,30669
Victoria--Moira (S) - East,30645
Victoria--Moira (S) - West,30035
Victoria-South Goulburn-,31224
Victoria-South Goulburn-Benalla (RC) - Benalla,32487
Victoria--Benalla (RC) Bal,29733
Victoria--Mansfield (S),30990
Victoria--Strathbogie (S),30953
Victoria--Mount Buller Alpine Resort,29825
Victoria-South West Goulburn-,35332
Victoria-South West Goulburn-Mitchell (S) - North,34267
Victoria--Mitchell (S) - South,37456
Victoria--Murrindindi (S) - East,30562
Victoria--Murrindindi (S) - West,35087
Victoria-Ovens-Murray--,33935
Victoria-Ovens-Murray-Wodonga-,35602
Victoria-Wodonga-Indigo (S) - Pt A,35066
Victoria--Towong (S) - Pt A,34121
Victoria--Wodonga (RC),35870
Victoria-West Ovens-Murray-,33059
Victoria-West Ovens-Murray-Indigo (S) - Pt B,35810
Victoria--Wangaratta (RC) - Central,33175
Victoria--Wangaratta (RC) - North,32578
Victoria--Wangaratta (RC) - South,31195
Victoria-East Ovens-Murray-,30799
Victoria-East Ovens-Murray-Alpine (S) - East,31795
Victoria--Alpine (S) - West,31397
Victoria--Towong (S) - Pt B,28064
Victoria--Falls Creek Alpine Resort,32208
Victoria--Mount Hotham Alpine Resort,30211
Victoria-East Gippsland--,33017
Victoria-East Gippsland-East Gippsland Shire-,31324
Victoria-East Gippsland Shire-E. Gippsland (S) - Bairnsdale,31874
Victoria--E. Gippsland (S) - Orbost,29859
Victoria--E. Gippsland (S) - South-West,32407
Victoria--E. Gippsland (S) Bal,28523
Victoria-Wellington Shire-,34720
Victoria-Wellington Shire-Wellington (S) - Alberton,31471
Victoria--Wellington (S) - Avon,33618
Victoria--Wellington (S) - Maffra,33772
Victoria--Wellington (S) - Rosedale,34397
Victoria--Wellington (S) - Sale,37353
